https://ui.adsabs.harvard.edu/abs/1999ApJ...521L.111R/abstract	Reichart 	"1999
"
https://ui.adsabs.harvard.edu/abs/2000ApJ...536..185G/abstract	Galama, Tanvir, Vreeswijk, Wijers, Groot, Rol, van Paradijs, Kouveliotou, Fruchter, Masetti, Pedersen, Margon, Deutsch, Metzger, Armus, Klose, & Stecklum 	"2000
"
https://ui.adsabs.harvard.edu/abs/2017AdAst2017E...5C/abstract	Cano, Wang, Dai, & Wu 	"2017
"
https://ui.adsabs.harvard.edu/abs/2003ApJ...582..924G/abstract	Garnavich, Stanek, Wyrzykowski, Infante, Bendek, Bersier, Holland, Jha, Matheson, Kirshner, Krisciunas, Phillips, & Carlberg 	"2003
"
https://ui.adsabs.harvard.edu/abs/2005A%26A...437..411G/abstract	Gorosabel, Fynbo, Fruchter, Levan, Hjorth, Nugent, Castro-Tirado, Castro Cerón, Rhoads, Bersier, & Burud 	"2005
"
https://ui.adsabs.harvard.edu/abs/2005A%26A...439..527P/abstract	Pugliese, Møller, Gorosabel, Jensen, Fynbo, Hjorth, Jørgensen, Monard, & Vinter 	"2005
"
https://ui.adsabs.harvard.edu/abs/2006ApJ...642L.103D/abstract	Della Valle, Malesani, Bloom, Benetti, Chincarini, D'Avanzo, Foley, Covino, Melandri, Piranomonte, Tagliaferri, Stella, Gilmozzi, Antonelli, Campana, Chen, Filliatre, Fiore, Fugazza, Gehrels, Hurley, Mirabel, Pellizza, Piro, & Prochaska 	"2006
"
https://ui.adsabs.harvard.edu/abs/2019A%26A...622A.138K/abstract	Klose, Schmidl, Kann, Nicuesa Guelbenzu, Schulze, Greiner, Olivares E., Krühler, Schady, Afonso, Filgas, Fynbo, Rau, Rossi, Takats, Tanga, Updike, & Varela 	"2019
"
https://ui.adsabs.harvard.edu/abs/2013ApJ...766...30G/abstract	Gendre, Stratta, Atteia, Basa, Boër, Coward, Cutini, D'Elia, Howell, Klotz, & Piro 	"2013
"
https://ui.adsabs.harvard.edu/abs/2019A%26A...624A.143K/abstract	Kann, Schady, Olivares E., Klose, Rossi, Perley, Krühler, Greiner, Nicuesa Guelbenzu, Elliott, Knust, Filgas, Pian, Mazzali, Fynbo, Leloudas, Afonso, Delvaux, Graham, Rau, Schmidl, Schulze, Tanga, Updike, & Varela 	"2019
"
https://ui.adsabs.harvard.edu/abs/2013ApJ...776...98X/abstract	Xu, de Ugarte Postigo, Leloudas, Krühler, Cano, Hjorth, Malesani, Fynbo, Thöne, Sánchez-Ramírez, Schulze, Jakobsson, Kaper, Sollerman, Watson, Cabrera-Lavers, Cao, Covino, Flores, Geier, Gorosabel, Hu, Milvang-Jensen, Sparre, Xin, Zhang, Zheng, & Zou 	"2013
"
https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract	Toy, Cenko, Silverman, Butler, Cucchiara, Watson, Bersier, Perley, Margutti, Bellm, Bloom, Cao, Capone, Clubb, Corsi, De Cia, de Diego, Filippenko, Fox, Gal-Yam, Gehrels, Georgiev, González, Kasliwal, Kelly, Kulkarni, Kutyrev, Lee, Prochaska, Ramirez-Ruiz, Richer, Román-Zúñiga, Singer, Stern, Troja, & Veilleux 	"2016
"
https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract	Cano, de Ugarte Postigo, Pozanenko, Butler, Thöne, Guidorzi, Krühler, Gorosabel, Jakobsson, Leloudas, Malesani, Hjorth, Melandri, Mundell, Wiersema, D'Avanzo, Schulze, Gomboc, Johansson, Zheng, Kann, Knust, Varela, Akerlof, Bloom, Burkhonov, Cooke, de Diego, Dhungana, Farina, Ferrante, Flewelling, Fox, Fynbo, Gehrels, Georgiev, González, Greiner, Güver, Hartoog, Hatch, Jelinek, Kehoe, Klose, Klunko, Kopač, Kutyrev, Krugly, Lee, Levan, Linkov, Matkin, Minikulov, Molotov, Prochaska, Richer, Román-Zúñiga, Rumyantsev, Sánchez-Ramírez, Steele, Tanvir, Volnova, Watson, Xu, & Yuan 	"2014
"
https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.5824A/abstract	Ashall, Mazzali, Pian, Woosley, Palazzi, Prentice, Kobayashi, Holmbo, Levan, Perley, Stritzinger, Bufano, Filippenko, Melandri, Oates, Rossi, Selsing, Zheng, Castro-Tirado, Chincarini, D'Avanzo, De Pasquale, Emery, Fruchter, Hurley, Moller, Nomoto, Tanaka, & Valeev 	"2019
"
https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5366M/abstract	Melandri, Malesani, Izzo, Japelj, Vergani, Schady, Sagués Carracedo, de Ugarte Postigo, Anderson, Barbarino, Bolmer, Breeveld, Calissendorff, Campana, Cano, Carini, Covino, D'Avanzo, D'Elia, della Valle, De Pasquale, Fynbo, Gromadzki, Hammer, Hartmann, Heintz, Inserra, Jakobsson, Kann, Kotilainen, Maguire, Masetti, Nicholl, Olivares E, Pugliese, Rossi, Salvaterra, Sollerman, Stone, Tagliaferri, Tomasella, Thöne, Xu, & Young 	"2019
"
https://ui.adsabs.harvard.edu/abs/2018ApJ...867..147W/abstract	Wang, Zhu, Xu, Xin, Deng, Qiu, Qiu, Wang, Zhang, & Wei 	"2018
"
https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract	Hu, Castro-Tirado, Kumar, Gupta, Valeev, Pandey, Kann, Castellón, Agudo, Aryan, Caballero-García, Guziy, Martin-Carrillo, Oates, Pian, Sánchez-Ramírez, Sokolov, & Zhang 	"2021
"
https://ui.adsabs.harvard.edu/abs/2020ApJ...893..132H/abstract	Ho, Corsi, Cenko, Taddia, Kulkarni, Adams, De, Dekany, Frederiks, Fremling, Golkhou, Graham, Hung, Kupfer, Laher, Mahabal, Masci, Miller, Neill, Reiley, Riddle, Ridnaia, Rusholme, Sharma, Sollerman, Soumagnac, Svinkin, & Shupe 	"2020
"
